word,log_occurence
derms,-8.611954878
wents,-8.612058739
temed,-8.612276778
yelks,-8.612622759
barby,-8.612637708
kaing,-8.612935475
halma,-8.613229407
zupan,-8.613245682
trins,-8.613283681
pogey,-8.613581247
namma,-8.613881277
baldy,-8.614406384
coarb,-8.614732679
firry,-8.614736192
potoo,-8.614827366
petar,-8.615165571
resew,-8.615477842
dooce,-8.615535547
perst,-8.615572893
punka,-8.616077632
feuar,-8.616144431
comus,-8.616460573
ngaio,-8.61655908
hoers,-8.616603116
skell,-8.616619657
dukka,-8.616698985
snoke,-8.616867576
sayne,-8.617074727
koels,-8.617164278
caums,-8.617646885
dohyo,-8.618153896
oleos,-8.61816842
tinds,-8.619305598
hests,-8.619318661
sused,-8.619394213
cadee,-8.619657643
tomia,-8.619759528
lerps,-8.619850017
sowth,-8.6208503
dinic,-8.620959153
sylis,-8.621005589
agami,-8.621016745
diels,-8.621363981
pinas,-8.621397609
farse,-8.621876713
grigs,-8.622230972
stire,-8.622577754
cruft,-8.622964869
ackee,-8.623057233
pronk,-8.623096187
dalis,-8.623302406
sorbo,-8.623488544
chons,-8.623717157
kibbe,-8.623814552
bubby,-8.623836947
capul,-8.623872179
upbow,-8.623934833
strig,-8.624006262
coxib,-8.624523465
erses,-8.625039924
ponty,-8.625783563
peepe,-8.625858362
unget,-8.626209686
amrit,-8.626323004
ugged,-8.626507951
scaff,-8.626529744
skeef,-8.626638176
gerah,-8.626814336
lalls,-8.626926634
unrig,-8.626958085
lycea,-8.627172045
wases,-8.62731323
ryals,-8.627815525
nenes,-8.628044312
civie,-8.628064687
strag,-8.62818167
rowen,-8.62908938
hoick,-8.629960094
gaurs,-8.630352515
pyric,-8.630642639
ceili,-8.631071139
kamik,-8.631918226
rojak,-8.632223516
trigs,-8.632322473
tegus,-8.632712415
jacky,-8.633126642
narre,-8.63395564
pluff,-8.634256849
aloos,-8.634270137
skelm,-8.634430887
loave,-8.634995231
cobbs,-8.635050492
gibel,-8.635447596
uncos,-8.636382962
civvy,-8.637128161
scurs,-8.637357213
grues,-8.637929645
paska,-8.638047706
halse,-8.638211814
coted,-8.638266389
dobla,-8.63832562
yourt,-8.638587233
rupia,-8.638639148
commy,-8.638816023
cutey,-8.638905813
torsk,-8.639260021
quair,-8.639347139
mashy,-8.639360639
wilis,-8.639465908
eyass,-8.639519233
fordo,-8.639949958
spets,-8.639998093
momus,-8.64027105
hayle,-8.640295793
nexts,-8.640378122
barny,-8.64064025
saddo,-8.640674624
virid,-8.641267168
farls,-8.641422063
japed,-8.641906053
kanes,-8.642036957
jutes,-8.642988411
vares,-8.643038749
scuzz,-8.643094309
mixen,-8.643443599
fiest,-8.644629987
clems,-8.645479314
zamia,-8.645865452
thrae,-8.645873054
umphs,-8.646053269
howff,-8.646680184
soras,-8.646781854
kinas,-8.646868325
surfy,-8.647254314
steil,-8.649410135
cooms,-8.649781224
unhat,-8.650298794
twirp,-8.650497435
wanks,-8.650550459
motis,-8.65066664
kutis,-8.650847178
parge,-8.650922681
ginks,-8.65104707
nills,-8.65145401
plotz,-8.651704987
woxen,-8.651763633
yores,-8.652307927
blunk,-8.652560045
kemps,-8.652700155
aroba,-8.65337154
grike,-8.653420768
runed,-8.653436524
taira,-8.653445547
wadge,-8.653448411
styre,-8.653543346
slank,-8.653613578
wawes,-8.653678796
pipas,-8.653721002
azuki,-8.653933612
powan,-8.654121253
morat,-8.654163116
thilk,-8.654283726
kotch,-8.65432278
phang,-8.654530402
tuina,-8.655567973
hefte,-8.655863519
gambo,-8.656602747
coled,-8.656769828
rache,-8.656923224
glogg,-8.657366996
netts,-8.657479526
weils,-8.657563602
uplit,-8.657674095
galed,-8.658188857
dooly,-8.658559404
eagre,-8.658675954
cohab,-8.658941798
skirr,-8.659175856
shend,-8.659619013
qaids,-8.65998082
loggy,-8.660147625
paoli,-8.660366689
noule,-8.660594843
glims,-8.660646343
appay,-8.660975916
heles,-8.661246931
jaffa,-8.661414381
irids,-8.66147031
kikoi,-8.661736171
guaco,-8.662479096
wites,-8.66276099
meshy,-8.662863123
sugan,-8.663172376
porny,-8.663345393
aidos,-8.663353247
ninon,-8.663894685
temes,-8.664149012
dooks,-8.664751585
argle,-8.664855231
nubia,-8.665164124
pardi,-8.666088514
vaire,-8.666460399
sampi,-8.666483679
dilli,-8.666491789
ileac,-8.667249087
kibei,-8.667488585
jolty,-8.667616078
sards,-8.667817577
pawer,-8.667892088
veges,-8.668025551
murks,-8.668206267
liney,-8.669000558
toses,-8.669248493
fugle,-8.669659902
skoal,-8.670009815
etuis,-8.670225692
trugs,-8.670914588
timbo,-8.671290748
sweel,-8.671335538
choil,-8.671366149
egest,-8.671454591
kapow,-8.671825078
fetwa,-8.672097937
teuch,-8.672100684
scrow,-8.673384715
ovist,-8.673776447
fanga,-8.674098153
flane,-8.674915218
fanks,-8.674952466
capex,-8.675353568
razer,-8.67556663
jocko,-8.675575269
nuder,-8.67561837
coala,-8.676773062
romal,-8.676819913
deray,-8.676921688
gazar,-8.677007091
ricey,-8.677072333
timps,-8.677772961
lumme,-8.677988986
jooks,-8.67812883
stonk,-8.678236362
ogler,-8.678318854
clags,-8.678608125
refly,-8.678635634
toker,-8.678636065
spued,-8.678773215
dhals,-8.679368811
pulka,-8.679498266
netes,-8.680106431
sanko,-8.680410531
wisha,-8.680504236
unwet,-8.68260578
peage,-8.683004917
masty,-8.683437137
clart,-8.684421756
derth,-8.684447635
raffs,-8.685008705
bahut,-8.685091729
skosh,-8.686147183
meuse,-8.68644874
shuln,-8.686520206
tinas,-8.686592154
getas,-8.686630218
psyop,-8.68676758
kibes,-8.68677411
bigae,-8.686942513
spumy,-8.687185542
eches,-8.687338703
fural,-8.687357262
jotas,-8.687768011
shero,-8.68784006
bizzy,-8.688353743
chowk,-8.688394334
motts,-8.688916758
naras,-8.689080626
boomy,-8.689123244
nonis,-8.68952053
bleys,-8.689632254
lemes,-8.689740737
bunas,-8.689866001
gawps,-8.690099859
geals,-8.690297578
sengi,-8.690887923
leaze,-8.690892825
bumbo,-8.691544499
soily,-8.691839116
sined,-8.691874102
sikes,-8.692165349
pewit,-8.692332626
sweir,-8.693043234
hoyle,-8.693095618
hoyas,-8.693456947
freet,-8.693549223
khazi,-8.693928973
ferer,-8.693956455
spado,-8.694480645
cylix,-8.694591918
epees,-8.695119345
shaya,-8.695518022
samas,-8.695931733
nandu,-8.696068826
blahs,-8.696145774
gybes,-8.696525348
deros,-8.696675566
yonic,-8.69681109
ingan,-8.69709732
gebur,-8.698142938
aeros,-8.698184214
pokie,-8.698384639
heugh,-8.699102248
gibus,-8.699283535
comby,-8.699306274
kazis,-8.699566049
sabir,-8.700065833
wroot,-8.700574076
wingy,-8.700995367
untax,-8.70119897
muton,-8.701983378
lowns,-8.702093511
boree,-8.702150387
colog,-8.702160579
goels,-8.702265733
kawas,-8.702530471
woops,-8.703006389
squiz,-8.703276662
sowls,-8.703347867
acidy,-8.703842563
pongy,-8.704380297
fouer,-8.70444664
bunty,-8.704784083
talma,-8.705399237
dwale,-8.705463129
semee,-8.706044151
graip,-8.706394945
gawds,-8.706828639
bawns,-8.706975362
anura,-8.70699536
wecht,-8.707023344
lotah,-8.707192908
glops,-8.708245905
gamas,-8.708819881
aglee,-8.708983254
alvar,-8.709433186
sharn,-8.709558944
naiks,-8.710107067
sooms,-8.710136731
weest,-8.711139958
praam,-8.711407684
porge,-8.712683341
yaird,-8.712979588
radge,-8.713390539
eales,-8.713610631
ahent,-8.713912175
ashet,-8.714394406
uredo,-8.714670686
ragis,-8.714823465
eniac,-8.715217695
sekos,-8.715464377
pance,-8.716532216
incle,-8.716691911
oaves,-8.717153617
wilga,-8.717492016
fiscs,-8.718641065
darer,-8.718743969
simar,-8.71876315
neifs,-8.719299494
fubsy,-8.719478992
wangs,-8.719678818
kiers,-8.719904611
wists,-8.720386975
cotan,-8.720672762
isbas,-8.720972515
sewen,-8.720987296
kecks,-8.721181444
jotun,-8.721268456
smoor,-8.721367564
harns,-8.72156382
shans,-8.721588946
tutty,-8.721909978
omber,-8.722061711
paxes,-8.722189425
laids,-8.722539957
vaper,-8.7226688
swelt,-8.724016655
gobbo,-8.724028112
runch,-8.72403624
doddy,-8.724145855
pekan,-8.724190834
jibba,-8.724460494
cosed,-8.725137086
cleck,-8.725185026
rewin,-8.72577605
deils,-8.726378059
ekkas,-8.726576564
kakis,-8.726661998
nards,-8.727868887
meiny,-8.727989587
kinos,-8.729532232
roset,-8.729919082
cuppy,-8.73010127
ozeki,-8.730453772
ohone,-8.730474756
cuspy,-8.730476083
kiths,-8.730841085
yabba,-8.731347513
aahed,-8.732605207
sprad,-8.732751686
eisel,-8.733345448
aggry,-8.733628976
jougs,-8.733867799
lumbi,-8.734233819
bawks,-8.734473699
koras,-8.734937685
fogou,-8.734986217
fugio,-8.735036939
cajon,-8.735187547
naggy,-8.735281254
fluey,-8.735392899
paans,-8.7354671
cowps,-8.737085329
neals,-8.737967624
shand,-8.738301749
poots,-8.738411474
yfere,-8.738650853
wirra,-8.738857975
slart,-8.739014556
mells,-8.739134315
ticca,-8.739230096
hotty,-8.739529279
undee,-8.740154549
torot,-8.740302421
jeeze,-8.740392212
kutch,-8.740536431
munts,-8.740567548
dacks,-8.740625669
neddy,-8.741162661
spalt,-8.741394527
lummy,-8.743034211
peens,-8.74324422
ronte,-8.743481808
seron,-8.743588489
coxes,-8.744101474
armil,-8.744181088
pirog,-8.74468724
snogs,-8.74494913
fanal,-8.745441679
nabes,-8.745486139
meved,-8.745796056
ovels,-8.746720581
zoner,-8.747060044
feoff,-8.747308173
gogos,-8.747963054
bruts,-8.748071093
lieus,-8.748299843
oflag,-8.748915422
saics,-8.74893257
bundy,-8.749157163
goosy,-8.749367405
kelpy,-8.749433143
melik,-8.750178716
virge,-8.750184066
gemel,-8.750362931
cyton,-8.750528708
updos,-8.750549238
sorns,-8.750661437
aryls,-8.751000815
nuddy,-8.751855168
staun,-8.752697243
trems,-8.753604927
kamas,-8.753747743
chiru,-8.75393351
lirot,-8.75457966
mimer,-8.754765703
slish,-8.756298525
axels,-8.756509458
kolos,-8.756511732
arval,-8.756681476
fands,-8.757223998
pisky,-8.757548845
chimo,-8.75773238
rehem,-8.758061263
acned,-8.758581351
yesty,-8.758847843
doven,-8.759368609
lusks,-8.759404775
skets,-8.759930934
rubby,-8.760208823
plong,-8.7603976
speat,-8.760436936
tupik,-8.760582029
coits,-8.760768961
obole,-8.76083988
glaur,-8.760905134
stewy,-8.761053371
pavid,-8.761175104
pheon,-8.761646603
pipul,-8.761784727
celom,-8.762083907
tatie,-8.762145894
veles,-8.762432472
murri,-8.76266944
kenos,-8.763017364
kvell,-8.763729461
fubar,-8.764011347
mools,-8.764047645
foins,-8.764106211
knawe,-8.764160241
peins,-8.764318219
drant,-8.764328304
trayf,-8.764534228
debby,-8.765423024
lenos,-8.765786635
zizit,-8.766070807
cabas,-8.767046523
caman,-8.767469174
nowed,-8.767547534
dormy,-8.76795703
kheda,-8.768123773
tweel,-8.768148409
chimb,-8.768335499
japer,-8.768629693
chirt,-8.768773202
zlote,-8.768843607
lurer,-8.769161475
whaup,-8.769219656
whoot,-8.769928076
sidas,-8.769991479
ergos,-8.770033234
iodid,-8.770410783
bundt,-8.770508569
flamm,-8.770725251
deked,-8.770815026
veale,-8.770993331
rammy,-8.771694734
shtup,-8.772552157
devos,-8.773145029
froes,-8.773688169
garbe,-8.774014903
staps,-8.774109839
gudes,-8.774298563
untin,-8.774536751
eaned,-8.775181465
tuism,-8.775631108
imari,-8.775714912
durry,-8.776754368
crout,-8.77699921
scraw,-8.777063265
blash,-8.777548187
manty,-8.777753723
grith,-8.7778828
razoo,-8.777962088
herls,-8.778106076
oxers,-8.778419488
tizes,-8.779537572
jocky,-8.78005562
bundh,-8.780170008
kerel,-8.780341286
jurel,-8.780655606
netty,-8.780662513
jewed,-8.781025419
banty,-8.781411755
adhan,-8.781821067
genip,-8.782554726
korun,-8.782990401
farle,-8.783918458
hoser,-8.784001547
bloop,-8.78409403
peavy,-8.784183777
frigs,-8.784403654
yclad,-8.784789625
pilea,-8.7848857
bonza,-8.784924137
tzars,-8.785264865
gloms,-8.785361541
yager,-8.7854582
cronk,-8.785528733
padis,-8.786370843
cajun,-8.78678079
serry,-8.788024302
pavis,-8.790087237
sepic,-8.790626212
redip,-8.791255302
unpeg,-8.791422345
puler,-8.791506488
neive,-8.792525227
wigan,-8.792816539
laich,-8.793253376
mudge,-8.794302572
serer,-8.794884948
samps,-8.795098612
duads,-8.795171493
dangs,-8.795655539
glent,-8.796648369
docus,-8.796862432
podex,-8.797464706
wifed,-8.797542708
lilos,-8.797555765
arpen,-8.798024053
sabed,-8.798143235
queme,-8.798405924
desex,-8.798745515
moppy,-8.799407073
swack,-8.799613569
feyer,-8.799744917
yacca,-8.799862336
mirvs,-8.799925032
potsy,-8.800422243
kangs,-8.800430743
kiaat,-8.801011963
cocas,-8.801225495
skees,-8.801230111
barps,-8.801516747
swire,-8.801567205
elops,-8.801896882
gravs,-8.801938117
daris,-8.802391941
cakey,-8.802823378
dekes,-8.802992503
geres,-8.803226428
flims,-8.803801169
ottos,-8.804136546
shets,-8.804561766
bidon,-8.804819204
noxes,-8.805001529
lamby,-8.805042974
freit,-8.805469888
guars,-8.805507776
sonly,-8.805712611
jomon,-8.806699585
kandy,-8.807998952
primy,-8.808473128
kreng,-8.808598844
gulet,-8.808650521
snipy,-8.809074491
toled,-8.809110783
mirky,-8.809355902
momes,-8.809638029
spazz,-8.81001703
retag,-8.810107096
fykes,-8.810737341
shiai,-8.810866
yorks,-8.810962771
pynes,-8.811372602
basho,-8.811489151
louns,-8.81157339
kaama,-8.811621758
gramp,-8.81165736
omasa,-8.812325485
wexed,-8.81279913
looey,-8.814596958
halid,-8.814831819
smout,-8.815304687
deave,-8.815358441
hayer,-8.815446678
dewax,-8.815848137
eyots,-8.816152095
rohes,-8.816300368
marvy,-8.816612401
ankus,-8.816703148
pecke,-8.817394213
uptak,-8.817807007
thigs,-8.818836034
arame,-8.819980283
fytte,-8.820075268
whaps,-8.82041657
mutis,-8.820608337
rivas,-8.821373281
lawks,-8.821416143
pulks,-8.82206463
margs,-8.822564321
simis,-8.822923838
lassu,-8.823318369
kempy,-8.823327632
bobac,-8.823343815
inrun,-8.824481869
rebop,-8.824838596
brits,-8.82486498
fundy,-8.825058763
nadas,-8.825482224
assot,-8.825615551
ghees,-8.826053386
skyer,-8.826318312
ureic,-8.826485785
hoord,-8.826654834
elain,-8.827307636
cauri,-8.827389811
sulus,-8.827661755
recco,-8.827681086
gusla,-8.828165625
sprod,-8.828206835
zeals,-8.828647923
barfi,-8.828721513
curch,-8.828774817
fuzee,-8.828842163
horah,-8.829066519
slaes,-8.829416415
peise,-8.829860494
doorn,-8.830068318
cyans,-8.830506201
zonda,-8.830829453
deedy,-8.831472784
bubba,-8.831485585
copen,-8.831586428
enews,-8.832468319
ottar,-8.832630439
ganef,-8.832748635
birse,-8.832865052
hopak,-8.834120012
subby,-8.835202417
cissy,-8.835546118
poupe,-8.835550133
frape,-8.835734946
leres,-8.835838759
goops,-8.835991514
fogle,-8.836594474
unked,-8.836802107
unpen,-8.836954544
proll,-8.837048209
musit,-8.837221063
salop,-8.83770586
shaul,-8.838255824
pelau,-8.838476787
edile,-8.838733385
tewed,-8.838898512
zygon,-8.8391435
poulp,-8.839553492
lushy,-8.839971917
grouf,-8.840028589
fards,-8.840165685
botty,-8.840784867
carvy,-8.841027247
sumos,-8.841081353
birle,-8.841656671
kylie,-8.842033849
speil,-8.842073455
terek,-8.84210659
ahind,-8.842170416
gotch,-8.842884265
javel,-8.843175629
agoge,-8.843320489
tocos,-8.844388703
byssi,-8.844498784
raxed,-8.844576071
aguna,-8.844690037
wedgy,-8.844899263
eyrir,-8.844912936
puker,-8.845638782
pulas,-8.846162212
ajuga,-8.846336533
hoten,-8.84653542
renos,-8.8469363
brool,-8.847352475
coirs,-8.847400432
rhyne,-8.847448793
sleer,-8.848404576
leish,-8.849002814
kokam,-8.849021349
baals,-8.849198426
pouff,-8.849370775
weems,-8.849406614
pilaw,-8.84954047
spale,-8.849719912
hyleg,-8.849821054
crena,-8.850328336
wyles,-8.850353219
moust,-8.850372888
thagi,-8.850378031
sayid,-8.850469481
owies,-8.850592121
femmy,-8.85084077
trefa,-8.851553977
daine,-8.851855566
nduja,-8.852704785
mouch,-8.852804858
gleby,-8.853123509
munge,-8.854131396
bivvy,-8.854286969
flosh,-8.854606077
yetts,-8.854791343
smeek,-8.85493059
chivy,-8.855385952
tenty,-8.856057724
skeen,-8.856191572
fease,-8.85642742
doole,-8.856486566
bunns,-8.856596193
solah,-8.856672069
aurar,-8.856689754
estoc,-8.857120805
lyart,-8.857139122
pogos,-8.857211742
gadge,-8.857501954
tyned,-8.859058516
pudus,-8.859253388
vigia,-8.859340186
boral,-8.859892944
quims,-8.860446153
viewy,-8.860676377
haiks,-8.860813727
fidge,-8.860937198
gleed,-8.860977957
yocks,-8.8610595
ibrik,-8.861588201
savey,-8.862662494
fleek,-8.862681507
grrls,-8.862808636
refis,-8.862934523
wedel,-8.863157223
porer,-8.864744241
atuas,-8.86485131
tigon,-8.865550787
rewax,-8.865970588
mobie,-8.866599192
hakas,-8.866628445
cruve,-8.866683797
seifs,-8.867362293
tabis,-8.867519857
eggar,-8.868204455
quass,-8.868305299
mulie,-8.868534937
yince,-8.869137147
fonly,-8.86941875
ooses,-8.870007561
rifer,-8.870082607
datto,-8.870410143
rappe,-8.870558582
urena,-8.871723559
ursae,-8.871990046
djins,-8.873369006
mythy,-8.873654649
gyred,-8.87383327
eruct,-8.874031273
hokes,-8.874078915
pelon,-8.875642176
malwa,-8.875950045
besat,-8.876203367
misdo,-8.876273242
weets,-8.876561331
ecads,-8.876782722
sairs,-8.877078887
culch,-8.877081584
ascon,-8.877452408
theow,-8.877837375
obias,-8.879303366
zooks,-8.880568845
whups,-8.8811409
taube,-8.881248926
fawny,-8.88204591
lemed,-8.882336141
doura,-8.882408751
tuans,-8.883507442
riems,-8.883519144
lomed,-8.883616373
sheas,-8.88411225
pooks,-8.884272641
sessa,-8.88468069
drubs,-8.88516099
creps,-8.885495202
crios,-8.885515297
netop,-8.886492375
gliff,-8.886530599
muras,-8.887408488
yowie,-8.887694796
dholl,-8.888529885
brees,-8.888760468
neele,-8.889105107
tophe,-8.889185345
gungy,-8.889437094
tocky,-8.889470423
gurge,-8.889653491
lunks,-8.889869032
epris,-8.889992836
ylike,-8.890563437
rimae,-8.89059891
muxed,-8.892201012
pwned,-8.892248748
reiks,-8.892362946
seaze,-8.89260767
trapt,-8.892807956
urbia,-8.892910727
saunt,-8.893854882
heils,-8.894379399
odyle,-8.894682903
dynel,-8.895273214
belar,-8.895386927
aidas,-8.896938709
haggs,-8.897493661
looie,-8.897670047
ohing,-8.898171028
tsade,-8.89834053
kehua,-8.898368167
pungs,-8.898804521
rabis,-8.898961249
incel,-8.899175531
napas,-8.899771854
twire,-8.899926837
hucks,-8.900159548
klett,-8.901573287
goura,-8.901809385
kamme,-8.902348687
hedgy,-8.902681125
woofy,-8.903143112
norks,-8.903189904
vexer,-8.903332489
yerds,-8.903429691
vughy,-8.903682932
bortz,-8.904319103
mavin,-8.904440126
reccy,-8.904502243
dwang,-8.90524047
keech,-8.905502388
bubas,-8.906490312
grume,-8.906682651
blits,-8.906912157
zetas,-8.907022792
urubu,-8.90710591
tawas,-8.907292165
raggs,-8.907384908
deens,-8.90786469
geyer,-8.907886508
baels,-8.908053888
ainee,-8.908219886
spean,-8.908362537
ogams,-8.908475758
hacek,-8.908691153
rerig,-8.909342009
troad,-8.9096098
sunis,-8.909702362
yente,-8.910263367
mokos,-8.910419799
nache,-8.910649153
feers,-8.910800219
luach,-8.911317986
thoft,-8.911798284
wried,-8.912513241
debur,-8.912577041
speos,-8.9130001
fedex,-8.913524832
kithe,-8.9138268
sakia,-8.914132972
tweer,-8.914194765
scray,-8.914198576
lozen,-8.914529807
lurgi,-8.916152615
didos,-8.916223656
diker,-8.916745125
rivel,-8.916989834
stymy,-8.917075316
haars,-8.917197403
sunns,-8.91772844
feals,-8.917750918
soken,-8.917909019
rakis,-8.918004389
arett,-8.918215402
wagga,-8.918297442
wrick,-8.918437588
prunt,-8.91856865
corby,-8.919042081
hillo,-8.919677823
pippy,-8.920360636
afald,-8.921019006
ovoli,-8.921156249
bachs,-8.921479927
nairu,-8.921592971
claut,-8.921872963
swizz,-8.922001176
rotls,-8.923046406
gript,-8.923233164
ruths,-8.924428709
diram,-8.924609982
stied,-8.92580306
wacks,-8.926272037
veeps,-8.9268733
frows,-8.927142319
glisk,-8.927485465
vouge,-8.927869035
tetri,-8.928421011
camos,-8.928429224
sumph,-8.928734417
eusol,-8.930045943
scrab,-8.930508761
bubal,-8.931178712
clegs,-8.931475794
feeze,-8.931504516
lorel,-8.932434339
aitus,-8.932488613
slurb,-8.932633199
sooky,-8.933231313
darzi,-8.933612359
lumas,-8.934102872
baghs,-8.934944773
pises,-8.934948998
sonce,-8.935032964
dedal,-8.935187097
birls,-8.93526922
lipes,-8.935400178
derro,-8.93540546
karos,-8.935505765
oggin,-8.936241803
gipon,-8.936624367
slive,-8.936706483
gopak,-8.936762633
ditas,-8.936790988
strim,-8.93726158
arbas,-8.938221038
resod,-8.938409148
hoove,-8.938713959
hauns,-8.938750798
kayos,-8.93879018
ciels,-8.938874968
vints,-8.939040945
bises,-8.94002451
binal,-8.940218166
whops,-8.940468733
praos,-8.940506766
frush,-8.940574412
suhur,-8.940663014
stoai,-8.941735771
mosks,-8.941912732
smits,-8.941962823
toras,-8.942051054
tapet,-8.942429538
surgy,-8.94249332
drice,-8.94328195
smirr,-8.943468839
kyack,-8.944065966
moper,-8.944714598
nummy,-8.945083059
napoo,-8.945110317
koker,-8.945178038
realo,-8.9451866
dowar,-8.945510111
susus,-8.945552211
luser,-8.945587144
dwine,-8.945727435
xylic,-8.945870584
reffo,-8.946491436
thelf,-8.946570557
douts,-8.946617364
ensew,-8.946702751
leugh,-8.94678127
retem,-8.946930294
genty,-8.946978641
kanas,-8.947700033
boffs,-8.948255287
crudy,-8.948369227
roins,-8.948435248
welks,-8.948655651
yawny,-8.948856387
luvvy,-8.949259424
pepla,-8.951056493
gooky,-8.95187423
carap,-8.952373581
amias,-8.952917487
miffs,-8.95323676
tahrs,-8.953424754
moyle,-8.954360736
nerts,-8.954427082
drail,-8.954528655
resat,-8.955509145
spard,-8.955673388
biner,-8.955696123
maiks,-8.956580869
wersh,-8.957245931
snirt,-8.957800717
neems,-8.957858736
mased,-8.958263146
spode,-8.958381047
miaou,-8.958477617
mvule,-8.958905688
chado,-8.959241551
cahow,-8.960043356
howso,-8.960585371
ganch,-8.961233723
budas,-8.961631999
lipas,-8.961719717
reamy,-8.962329624
takhi,-8.962335594
briss,-8.962383493
gazoo,-8.962681978
boffo,-8.962736916
rimus,-8.962805861
wries,-8.963030072
fauts,-8.963251445
laiks,-8.963597345
leuch,-8.963775941
khats,-8.965530671
sanes,-8.966981061
moile,-8.967049701
choko,-8.96748506
bhaji,-8.967639386
slomo,-8.967745963
choom,-8.968079781
owled,-8.96860555
flype,-8.968918917
eyers,-8.96933695
tanky,-8.969722718
cooey,-8.969869318
redub,-8.970072441
toyer,-8.970949812
iglus,-8.971048038
mugga,-8.972059402
pervo,-8.972374153
breer,-8.972407489
zoppo,-8.973093806
keeks,-8.973298437
tenny,-8.973372047
snead,-8.973764241
dumky,-8.973865473
ctene,-8.974032153
tosed,-8.97465605
denay,-8.974656195
himbo,-8.974772001
polts,-8.975198406
oucht,-8.975739896
pryer,-8.976124377
waulk,-8.976588676
wawas,-8.976609847
ouzos,-8.977189773
horal,-8.977366109
orcin,-8.977485874
ybore,-8.977660938
ixias,-8.977737871
ewest,-8.977952641
gulpy,-8.978530022
vibey,-8.978861444
refry,-8.979865987
yipes,-8.980272783
igged,-8.98084847
refel,-8.98094349
gurly,-8.980951304
drack,-8.981043291
piend,-8.981766191
gothy,-8.982815996
bikie,-8.983057367
kibbi,-8.984331862
goyle,-8.9845563
mofos,-8.984558429
borty,-8.984662863
hikoi,-8.985612771
gippy,-8.985688484
sared,-8.986209638
tways,-8.986413453
rieve,-8.986486473
delly,-8.986909134
larns,-8.986920659
giber,-8.987079616
boets,-8.98745559
etwee,-8.987971228
brers,-8.988789497
foids,-8.988970372
eldin,-8.989182191
rudie,-8.989366855
kains,-8.989579366
debel,-8.989599568
sayon,-8.989750612
cacks,-8.990130835
amlas,-8.990320281
escar,-8.990372937
quags,-8.99058262
readd,-8.991783748
pilao,-8.991919104
cavie,-8.991928142
sauls,-8.992610719
powny,-8.992658313
ribas,-8.993130387
cabre,-8.993548034
neese,-8.993932153
unrip,-8.994061695
boaks,-8.994132298
cleep,-8.994585508
biogs,-8.994659243
resay,-8.994808589
wowee,-8.994828604
boong,-8.995532101
wasms,-8.996366259
couta,-8.996438056
ouped,-8.996449812
repeg,-8.997051098
vairs,-8.997341961
emmas,-8.997712003
pusle,-8.997916887
moxas,-8.998214232
diota,-8.998399858
steds,-8.998573818
dunts,-8.999003534
oncus,-8.999013808
rigol,-8.999326105
walie,-8.999461951
arnas,-8.999957303
eathe,-9.000047221
tholi,-9.000951682
spawl,-9.001237351
babka,-9.001370179
afros,-9.001709702
agila,-9.001962689
orles,-9.002103696
matlo,-9.002388238
gowks,-9.002470603
kirri,-9.002564896
jukus,-9.00286262
fungs,-9.003007518
kreep,-9.003346749
daint,-9.003411226
leses,-9.005230047
owsen,-9.006024395
patus,-9.006097434
biffy,-9.006229422
zonks,-9.006349313
spane,-9.007097434
deeve,-9.007895214
tofus,-9.007999736
tweep,-9.008058621
sudds,-9.008397213
dashy,-9.008674954
dauby,-9.00975935
perai,-9.010118766
fohns,-9.010248737
telae,-9.010500373
tarok,-9.010691667
yapok,-9.011534059
eorls,-9.012129301
wited,-9.01268902
gypos,-9.01272708
knaps,-9.012919627
kells,-9.013119984
speld,-9.013337409
boyos,-9.013735195
pyned,-9.013817673
dunch,-9.014348923
baloo,-9.014591953
stoun,-9.015728908
vraic,-9.015841752
orpin,-9.016049486
theed,-9.01611937
brens,-9.0166147
leeps,-9.016655718
lezzy,-9.016913047
unred,-9.017801503
embus,-9.017912745
neeze,-9.018224106
berks,-9.018415257
oxids,-9.018438815
geeps,-9.018926965
roate,-9.019066385
naams,-9.019070342
geans,-9.019608325
yarak,-9.019676145
koori,-9.019753835
kliks,-9.020060431
alecs,-9.020177334
stums,-9.020301293
sweal,-9.020792833
vired,-9.021062859
sasse,-9.02176619
fecks,-9.02189219
ryper,-9.022589666
fisks,-9.022977974
kawau,-9.023151932
porns,-9.02318041
gobbi,-9.023416718
sikas,-9.023547526
bobos,-9.024687702
chott,-9.024761967
mangs,-9.025286353
fogie,-9.025984589
krang,-9.026072736
wongi,-9.026151252
picra,-9.026330761
spues,-9.026433442
spiks,-9.02674285
jiver,-9.027110179
milko,-9.027194745
hiply,-9.028004004
shlub,-9.028930629
cymol,-9.029904093
yucas,-9.03004658
aboma,-9.030457261
linky,-9.031025762
glode,-9.031394445
bhuts,-9.031633725
raias,-9.031883015
vaped,-9.031905935
turms,-9.032212172
rokes,-9.033500001
yecch,-9.03356205
etnas,-9.033756931
auloi,-9.034476679
ragus,-9.03514102
hexer,-9.035825947
apgar,-9.035840182
mawed,-9.036273155
jumby,-9.036880341
flary,-9.037100743
pubco,-9.037368184
rejon,-9.037711241
mucid,-9.038324238
maare,-9.038371674
heedy,-9.040544189
abrim,-9.041409743
joram,-9.041453605
womby,-9.041660526
dital,-9.041822935
dorty,-9.042225359
askoi,-9.042507225
kaneh,-9.042917843
saser,-9.042927853
onned,-9.043904401
